,Type,Clean,label
571,Subtraction,paul had books after giving books to his friend and selling some books in a garage sale he had books left how many books did he sell in the garage sale,1
266,Subtraction,paul had books after selling some books in a garage sale and giving books to his friend he had books left how many books did he sell in the garage sale,1
932,Subtraction,paul had books after selling some in a garage sale he bought new ones if he has books now how many books did he sell,1
416,Subtraction,paul had books after selling some in a garage sale he bought new ones if he has books now how many more books did he buy than he sold,1
730,Subtraction,paul had books after selling some in a garage sale he bought new ones if he has books now how many more books did he sell than he bought,1
506,Subtraction,paul had books and pens after selling some books and pens in a garage sale he had books and pens left how many books did he sell in the garage sale,1
493,Subtraction,paul had books and pens after selling some books and pens in a garage sale he had books and pens left how many pens did he sell in the garage sale,1
164,Subtraction,paul had books he sold books in a garage sale how many books does he have left with him,1
473,Subtraction,paul had pens and books after selling some books and pens in a garage sale he had books and pens left how many books did he sell in the garage sale,1
495,Subtraction,paul had pens and books after selling some books and pens in a garage sale he had books and pens left how many pens did he sell in the garage sale,1
820,Addition,paul had some books after selling in a garage sale he had left how many books did he have at the start,2
363,Addition,paul had strawberries in his basket he picked more strawberries how many strawberries did he have then,2
426,Addition,paul had strawberries in his basket he picked more strawberries how many strawberries did he have then,2
865,Subtraction,paul sold some books in a garage sale leaving him with books if he had books initially how many books did he sell,1
135,Multiplication,paula has boxes of peanuts each box holds peanuts how many peanuts does paula have,0
539,Division,people are going to the zoo and there are buses to take people how many will go in each bus if the same number go in each one and all of the people go to the zoo,3
460,Division,people are going to the zoo there are cars to take people to the zoo how many will go in each car if the same number go in each car,3
507,Subtraction,people are watching a movie in a theater the theater has seats how many seats are empty in the theater,1
919,Division,people can ride the ferris wheel in paradise park at the same time if each seat on the ferris wheel can hold people how many seats does the ferris wheel have,3
361,Division,people can ride the ferris wheel in paradise park at the same time if the ferris wheel has seats how many people can each seat hold,3
151,Division,peter has candies stored in boxes if there are boxes how many candies must go in each box,3
11,Addition,peter starts with erasers bridget gives peter more how many erasers does peter end with,2
379,Subtraction,rachel had to complete pages of math homework and pages of reading homework how many more pages of math homework than reading homework did she have,1
342,Subtraction,rachel had to complete pages of math homework and pages of reading homework how many more pages of reading homework than math homework did she have,1
737,Subtraction,rachel had to complete pages of math homework and yet more pages of reading homework if she had to complete a total of pages of homework how many pages of reading homework did she have to complete,1
